tweet_text,embedded_text,hashtags,usernames,combined
"months ago i said the ww2 economic order was unwinding and the dollars reserve status was no longer sustainable

now the white house is admitting it

were moving toward a global distributed neutral reserve asset for all

got bitcoin","jackmallers months ago i said the ww2 economic order was unwinding and the dollars reserve status was no longer sustainable

now the white house is admitting it

were moving toward a global distributed neutral reserve asset for all

got bitcoin the white house the white house quote jack mallers jack mallers jackmallers we are witnessing the unwind of the ww2 economic order

whats happening now is much bigger than tariffs for nearly 80 years the us exported dollars while importing goods  debt that system is failing

whats next a move back to a neutral reserve currency got bitcoin bitcoin 132 132 549 549 3k 3k 231k 231k",bitcoin,jackmallers,"months ago i said the ww2 economic order was unwinding and the dollars reserve status was no longer sustainable

now the white house is admitting it

were moving toward a global distributed neutral reserve asset for all

got bitcoin jackmallers months ago i said the ww2 economic order was unwinding and the dollars reserve status was no longer sustainable

now the white house is admitting it

were moving toward a global distributed neutral reserve asset for all

got bitcoin the white house the white house quote jack mallers jack mallers jackmallers we are witnessing the unwind of the ww2 economic order

whats happening now is much bigger than tariffs for nearly 80 years the us exported dollars while importing goods  debt that system is failing

whats next a move back to a neutral reserve currency got bitcoin bitcoin 132 132 549 549 3k 3k 231k 231k bitcoin jackmallers"
"breaking

a whale just moved all 365 btc 29m after 10 years of inactivity

he originally received them when bitcoin was trading at just 284","thedustybc breaking

a whale just moved all 365 btc 29m after 10 years of inactivity

he originally received them when bitcoin was trading at just 284 61 61 49 49 415 415 29k 29k",bitcoin,thedustybc,"breaking

a whale just moved all 365 btc 29m after 10 years of inactivity

he originally received them when bitcoin was trading at just 284 thedustybc breaking

a whale just moved all 365 btc 29m after 10 years of inactivity

he originally received them when bitcoin was trading at just 284 61 61 49 49 415 415 29k 29k bitcoin thedustybc"
michael saylor says you should get your bitcoin before theres no more bitcoin for you,vivek4real michael saylor says you should get your bitcoin before theres no more bitcoin for you 022 022 177 177 268 268 15k 15k 61k 61k,bitcoin,vivek4real,michael saylor says you should get your bitcoin before theres no more bitcoin for you vivek4real michael saylor says you should get your bitcoin before theres no more bitcoin for you 022 022 177 177 268 268 15k 15k 61k 61k bitcoin vivek4real
"a good start of the week as eth is 4 against bitcoin 

the ultimate question whether it will sustain or not last months it has been giving back the returns in the days after

what to monitor
gold peaking or not 

if thats the case then well see more strength on eth","cryptomichnl a good start of the week as eth is 4 against bitcoin 

the ultimate question whether it will sustain or not last months it has been giving back the returns in the days after

what to monitor
gold peaking or not 

if thats the case then well see more strength on eth 40 40 67 67 310 310 23k 23k",bitcoin,cryptomichnl,"a good start of the week as eth is 4 against bitcoin 

the ultimate question whether it will sustain or not last months it has been giving back the returns in the days after

what to monitor
gold peaking or not 

if thats the case then well see more strength on eth cryptomichnl a good start of the week as eth is 4 against bitcoin 

the ultimate question whether it will sustain or not last months it has been giving back the returns in the days after

what to monitor
gold peaking or not 

if thats the case then well see more strength on eth 40 40 67 67 310 310 23k 23k bitcoin cryptomichnl"
"when bitcoin is 1 million a coin i bet you ill buy 1 billion of it probably in one day
 michael saylor","saylordocs when bitcoin is 1 million a coin i bet you ill buy 1 billion of it probably in one day
 michael saylor 30 30 70 70 596 596 43k 43k",bitcoin,saylordocs,"when bitcoin is 1 million a coin i bet you ill buy 1 billion of it probably in one day
 michael saylor saylordocs when bitcoin is 1 million a coin i bet you ill buy 1 billion of it probably in one day
 michael saylor 30 30 70 70 596 596 43k 43k bitcoin saylordocs"
ripple xrp could be the next bitcoin  bloomberg xrp etf got acknowledged today by sec xrp send it,randomcryptopal ripple xrp could be the next bitcoin  bloomberg xrp etf got acknowledged today by sec xrp send it random crypto pal random crypto pal random crypto pal 33 33 308 308 12k 12k 111k 111k,bitcoin ripple,randomcryptopal,ripple xrp could be the next bitcoin  bloomberg xrp etf got acknowledged today by sec xrp send it randomcryptopal ripple xrp could be the next bitcoin  bloomberg xrp etf got acknowledged today by sec xrp send it random crypto pal random crypto pal random crypto pal 33 33 308 308 12k 12k 111k 111k bitcoin ripple randomcryptopal
bitcoin outperforms everything,cryptogoos bitcoin outperforms everything 38 38 44 44 356 356 92k 92k,bitcoin,cryptogoos,bitcoin outperforms everything cryptogoos bitcoin outperforms everything 38 38 44 44 356 356 92k 92k bitcoin cryptogoos
"president trump meets with bitcoin president nayib bukele

tighten your seatbelts","vivek4real president trump meets with bitcoin president nayib bukele

tighten your seatbelts 88 88 276 276 24k 24k 62k 62k",bitcoin,vivek4real,"president trump meets with bitcoin president nayib bukele

tighten your seatbelts vivek4real president trump meets with bitcoin president nayib bukele

tighten your seatbelts 88 88 276 276 24k 24k 62k 62k bitcoin vivek4real"
congrats to everyone who hodled bitcoin through the chaos you didnt just survive  you evolved and unlocked the achievement diamond balls,carlbmenger congrats to everyone who hodled bitcoin through the chaos you didnt just survive  you evolved and unlocked the achievement diamond balls 28 28 23 23 222 222 53k 53k,bitcoin,carlbmenger,congrats to everyone who hodled bitcoin through the chaos you didnt just survive  you evolved and unlocked the achievement diamond balls carlbmenger congrats to everyone who hodled bitcoin through the chaos you didnt just survive  you evolved and unlocked the achievement diamond balls 28 28 23 23 222 222 53k 53k bitcoin carlbmenger
"watch white house advisor says we need to accumulate bitcoin as fast as we can before it becomes more expensive

the us wants to buy btc","peterizzo watch white house advisor says we need to accumulate bitcoin as fast as we can before it becomes more expensive

the us wants to buy btc 002  042 80 80 331 331 19k 19k 83k 83k",bitcoin,peterizzo,"watch white house advisor says we need to accumulate bitcoin as fast as we can before it becomes more expensive

the us wants to buy btc peterizzo watch white house advisor says we need to accumulate bitcoin as fast as we can before it becomes more expensive

the us wants to buy btc 002  042 80 80 331 331 19k 19k 83k 83k bitcoin peterizzo"
"breaking

us department of justice disbands its crypto investigations unit

the war on bitcoin  crypto could be coming to an end","thedustybc breaking

us department of justice disbands its crypto investigations unit

the war on bitcoin  crypto could be coming to an end 52 52 40 40 404 404 22k 22k",bitcoin,thedustybc,"breaking

us department of justice disbands its crypto investigations unit

the war on bitcoin  crypto could be coming to an end thedustybc breaking

us department of justice disbands its crypto investigations unit

the war on bitcoin  crypto could be coming to an end 52 52 40 40 404 404 22k 22k bitcoin thedustybc"
"the best bitcoin ad

must watch","vivek4real the best bitcoin ad

must watch 58 58 728 728 23k 23k 128k 128k",bitcoin,vivek4real,"the best bitcoin ad

must watch vivek4real the best bitcoin ad

must watch 58 58 728 728 23k 23k 128k 128k bitcoin vivek4real"
"38 of bitcoin is mined in the usa 
44 of bitcoin is mined in north america","micro2macr0 38 of bitcoin is mined in the usa 
44 of bitcoin is mined in north america 13 13 23 23 199 199 18k 18k",bitcoin,micro2macr0,"38 of bitcoin is mined in the usa 
44 of bitcoin is mined in north america micro2macr0 38 of bitcoin is mined in the usa 
44 of bitcoin is mined in north america 13 13 23 23 199 199 18k 18k bitcoin micro2macr0"
michael saylor says im a single guy with no kidswhen im gone just like satoshi left a million bitcoin to the world ill leave everything ive got to civilization,saylordocs michael saylor says im a single guy with no kidswhen im gone just like satoshi left a million bitcoin to the world ill leave everything ive got to civilization 157 157 214 214 17k 17k 153k 153k,bitcoin,saylordocs,michael saylor says im a single guy with no kidswhen im gone just like satoshi left a million bitcoin to the world ill leave everything ive got to civilization saylordocs michael saylor says im a single guy with no kidswhen im gone just like satoshi left a million bitcoin to the world ill leave everything ive got to civilization 157 157 214 214 17k 17k 153k 153k bitcoin saylordocs
michael saylor says bitcoin is going to 13 million on cnbc,saylordocs michael saylor says bitcoin is going to 13 million on cnbc 16 16 58 58 367 367 92k 92k,bitcoin,saylordocs,michael saylor says bitcoin is going to 13 million on cnbc saylordocs michael saylor says bitcoin is going to 13 million on cnbc 16 16 58 58 367 367 92k 92k bitcoin saylordocs
"6 senators are calling for america to pass the bitcoin act to buy 1 million btc

send it","thebitcoinconf 6 senators are calling for america to pass the bitcoin act to buy 1 million btc

send it 73 73 186 186 1k 1k 20k 20k",bitcoin,thebitcoinconf,"6 senators are calling for america to pass the bitcoin act to buy 1 million btc

send it thebitcoinconf 6 senators are calling for america to pass the bitcoin act to buy 1 million btc

send it 73 73 186 186 1k 1k 20k 20k bitcoin thebitcoinconf"
macro conditions are ripe for bitcoin and gold to outperform loss of confidence in us dollar spiraling debt and deficits likely return of qe due to economic emergency although as a patriotic american its sad for me to witness,scaramucci macro conditions are ripe for bitcoin and gold to outperform loss of confidence in us dollar spiraling debt and deficits likely return of qe due to economic emergency although as a patriotic american its sad for me to witness 49 49 39 39 248 248 31k 31k,gold bitcoin,scaramucci,macro conditions are ripe for bitcoin and gold to outperform loss of confidence in us dollar spiraling debt and deficits likely return of qe due to economic emergency although as a patriotic american its sad for me to witness scaramucci macro conditions are ripe for bitcoin and gold to outperform loss of confidence in us dollar spiraling debt and deficits likely return of qe due to economic emergency although as a patriotic american its sad for me to witness 49 49 39 39 248 248 31k 31k gold bitcoin scaramucci
someone just bought 170 million worth of bitcoin he knows something,vivek4real someone just bought 170 million worth of bitcoin he knows something 164 164 349 349 2k 2k 72k 72k,bitcoin,vivek4real,someone just bought 170 million worth of bitcoin he knows something vivek4real someone just bought 170 million worth of bitcoin he knows something 164 164 349 349 2k 2k 72k 72k bitcoin vivek4real
"bitcoin surges past 85k after trumps 90day tariff reliefrally fueled by leverage but risks loom
can btc reclaim the bull run crypto investment bitcoin tariffs markettrends","cobakofficial bitcoin surges past 85k after trumps 90day tariff reliefrally fueled by leverage but risks loom
can btc reclaim the bull run crypto investment bitcoin tariffs markettrends 26 26 244 244 327 327 53k 53k",tariffs investment bitcoin markettrends crypto,cobakofficial,"bitcoin surges past 85k after trumps 90day tariff reliefrally fueled by leverage but risks loom
can btc reclaim the bull run crypto investment bitcoin tariffs markettrends cobakofficial bitcoin surges past 85k after trumps 90day tariff reliefrally fueled by leverage but risks loom
can btc reclaim the bull run crypto investment bitcoin tariffs markettrends 26 26 244 244 327 327 53k 53k tariffs investment bitcoin markettrends crypto cobakofficial"
fun fact el salvadors national library runs a bitcoin node,bitcoinmagazine fun fact el salvadors national library runs a bitcoin node 198 198 952 952 52k 52k 156k 156k,bitcoin,bitcoinmagazine,fun fact el salvadors national library runs a bitcoin node bitcoinmagazine fun fact el salvadors national library runs a bitcoin node 198 198 952 952 52k 52k 156k 156k bitcoin bitcoinmagazine
"at some point people will realize that they have more to fear by not embracing this technology than by embracing it
 michael saylor on bitcoin","saylordocs at some point people will realize that they have more to fear by not embracing this technology than by embracing it
 michael saylor on bitcoin 25 25 123 123 615 615 18k 18k",bitcoin,saylordocs,"at some point people will realize that they have more to fear by not embracing this technology than by embracing it
 michael saylor on bitcoin saylordocs at some point people will realize that they have more to fear by not embracing this technology than by embracing it
 michael saylor on bitcoin 25 25 123 123 615 615 18k 18k bitcoin saylordocs"
bitcoin is pumping here we go,thebitcoinconf bitcoin is pumping here we go 30 30 87 87 375 375 95k 95k,bitcoin,thebitcoinconf,bitcoin is pumping here we go thebitcoinconf bitcoin is pumping here we go 30 30 87 87 375 375 95k 95k bitcoin thebitcoinconf
"btc bitcoin continues to make lower lows on the price action

and it will be worth watching the daily rsi as to whether it will start developing higher lows

theres potential for a future bullish divergence to form but it has to first mature btc crypto bitcoin","rektcapital btc bitcoin continues to make lower lows on the price action

and it will be worth watching the daily rsi as to whether it will start developing higher lows

theres potential for a future bullish divergence to form but it has to first mature btc crypto bitcoin show more 33 33 84 84 492 492 128k 128k",bitcoin crypto btc,rektcapital,"btc bitcoin continues to make lower lows on the price action

and it will be worth watching the daily rsi as to whether it will start developing higher lows

theres potential for a future bullish divergence to form but it has to first mature btc crypto bitcoin rektcapital btc bitcoin continues to make lower lows on the price action

and it will be worth watching the daily rsi as to whether it will start developing higher lows

theres potential for a future bullish divergence to form but it has to first mature btc crypto bitcoin show more 33 33 84 84 492 492 128k 128k bitcoin crypto btc rektcapital"
"bitcoin 
10110

230","reo hasebkab  

 bitcoin 
10110

230








 show more 62 62 32 32 175 175 3k 3k",bitcoin,hasebkab,"bitcoin 
10110

230 reo hasebkab  

 bitcoin 
10110

230








 show more 62 62 32 32 175 175 3k 3k bitcoin hasebkab"
"trendline breached

eyes on that 90000 resistance area next bitcoin","cryptojellenl trendline breached

eyes on that 90000 resistance area next bitcoin 35 35 71 71 460 460 18k 18k",bitcoin,cryptojellenl,"trendline breached

eyes on that 90000 resistance area next bitcoin cryptojellenl trendline breached

eyes on that 90000 resistance area next bitcoin 35 35 71 71 460 460 18k 18k bitcoin cryptojellenl"
happy weekend bitcoin bros,carlbmenger happy weekend bitcoin bros 22 22 73 73 436 436 15k 15k,bitcoin,carlbmenger,happy weekend bitcoin bros carlbmenger happy weekend bitcoin bros 22 22 73 73 436 436 15k 15k bitcoin carlbmenger
"bitcoin nemli

son 2 yldr zellikle haftalk grafik teknik anlamda yzdelik bazda en yksek oranla alan grafik oldu grafikte grsel rnekle de anlatmaya altm megafon formasyonu harika alt ve sonrasnda 109 binlere kadar gelebildik nemli olan ise 7 ay","kriptoaykuttr bitcoin nemli

son 2 yldr zellikle haftalk grafik teknik anlamda yzdelik bazda en yksek oranla alan grafik oldu grafikte grsel rnekle de anlatmaya altm megafon formasyonu harika alt ve sonrasnda 109 binlere kadar gelebildik nemli olan ise 7 ay show more 21 21 186 186 83k 83k",bitcoin,kriptoaykuttr,"bitcoin nemli

son 2 yldr zellikle haftalk grafik teknik anlamda yzdelik bazda en yksek oranla alan grafik oldu grafikte grsel rnekle de anlatmaya altm megafon formasyonu harika alt ve sonrasnda 109 binlere kadar gelebildik nemli olan ise 7 ay kriptoaykuttr bitcoin nemli

son 2 yldr zellikle haftalk grafik teknik anlamda yzdelik bazda en yksek oranla alan grafik oldu grafikte grsel rnekle de anlatmaya altm megafon formasyonu harika alt ve sonrasnda 109 binlere kadar gelebildik nemli olan ise 7 ay show more 21 21 186 186 83k 83k bitcoin kriptoaykuttr"
bitcoin needs breaks above the ema ribbons,cryptogoos bitcoin needs breaks above the ema ribbons 17 17 12 12 94 94 38k 38k,bitcoin,cryptogoos,bitcoin needs breaks above the ema ribbons cryptogoos bitcoin needs breaks above the ema ribbons 17 17 12 12 94 94 38k 38k bitcoin cryptogoos
"the man who built the biggest crypto exchange on earth says
 binance founder cz said bitcoin is definitely going to 1 million

were just at the beginning  cz binance founder

if youre not bullish now youre on the wrong side of history btc to the moon is just phase","cryptopatel the man who built the biggest crypto exchange on earth says
 binance founder cz said bitcoin is definitely going to 1 million

were just at the beginning  cz binance founder

if youre not bullish now youre on the wrong side of history btc to the moon is just phase show more 117 117 22 22 42 42 159 159 12k 12k",bitcoin,cryptopatel,"the man who built the biggest crypto exchange on earth says
 binance founder cz said bitcoin is definitely going to 1 million

were just at the beginning  cz binance founder

if youre not bullish now youre on the wrong side of history btc to the moon is just phase cryptopatel the man who built the biggest crypto exchange on earth says
 binance founder cz said bitcoin is definitely going to 1 million

were just at the beginning  cz binance founder

if youre not bullish now youre on the wrong side of history btc to the moon is just phase show more 117 117 22 22 42 42 159 159 12k 12k bitcoin cryptopatel"
bitcoin round 2 seems to be on the horizon btcusd,jakewujastyk bitcoin round 2 seems to be on the horizon btcusd 53 53 618 618 90k 90k,bitcoin,jakewujastyk,bitcoin round 2 seems to be on the horizon btcusd jakewujastyk bitcoin round 2 seems to be on the horizon btcusd 53 53 618 618 90k 90k bitcoin jakewujastyk
bitcoin gkkua grafiine gre mavi alandan ou zaman tepki alm mavi alan ortalama 6872k blgelerini gsteriyor nakiti olanlar veya piyasa yeni girecekler iin bu seviyelerin mal toplama blgesi olduunu dnyorum bu blgelerden mal alp tayabilen sabrl yatrmc,coinmatik1 bitcoin gkkua grafiine gre mavi alandan ou zaman tepki alm mavi alan ortalama 6872k blgelerini gsteriyor nakiti olanlar veya piyasa yeni girecekler iin bu seviyelerin mal toplama blgesi olduunu dnyorum bu blgelerden mal alp tayabilen sabrl yatrmc show more 36 36 60 60 255 255 28k 28k,bitcoin,coinmatik1,bitcoin gkkua grafiine gre mavi alandan ou zaman tepki alm mavi alan ortalama 6872k blgelerini gsteriyor nakiti olanlar veya piyasa yeni girecekler iin bu seviyelerin mal toplama blgesi olduunu dnyorum bu blgelerden mal alp tayabilen sabrl yatrmc coinmatik1 bitcoin gkkua grafiine gre mavi alandan ou zaman tepki alm mavi alan ortalama 6872k blgelerini gsteriyor nakiti olanlar veya piyasa yeni girecekler iin bu seviyelerin mal toplama blgesi olduunu dnyorum bu blgelerden mal alp tayabilen sabrl yatrmc show more 36 36 60 60 255 255 28k 28k bitcoin coinmatik1
"bitcoin up 

altcoins down","nebraskangooner bitcoin up 

altcoins down 60 60 23 23 219 219 27k 27k",bitcoin,nebraskangooner,"bitcoin up 

altcoins down nebraskangooner bitcoin up 

altcoins down 60 60 23 23 219 219 27k 27k bitcoin nebraskangooner"
"bullish bhutanese prime minister tshering tobgay explains why countries should invest in bitcoin 

its just a simple strategic choice that many people have made and earned billions of dollars and i think governments should do it

ht al jazeera","cointelegraph bullish bhutanese prime minister tshering tobgay explains why countries should invest in bitcoin 

its just a simple strategic choice that many people have made and earned billions of dollars and i think governments should do it

ht al jazeera 81 81 114 114 392 392 36k 36k",bitcoin,cointelegraph,"bullish bhutanese prime minister tshering tobgay explains why countries should invest in bitcoin 

its just a simple strategic choice that many people have made and earned billions of dollars and i think governments should do it

ht al jazeera cointelegraph bullish bhutanese prime minister tshering tobgay explains why countries should invest in bitcoin 

its just a simple strategic choice that many people have made and earned billions of dollars and i think governments should do it

ht al jazeera 81 81 114 114 392 392 36k 36k bitcoin cointelegraph"
just in president trump meets with pro bitcoin president nayib bukele at white house,bitcoinmagazine just in president trump meets with pro bitcoin president nayib bukele at white house vivek vivek vivek 137 137 511 511 41k 41k 140k 140k,bitcoin,bitcoinmagazine,just in president trump meets with pro bitcoin president nayib bukele at white house bitcoinmagazine just in president trump meets with pro bitcoin president nayib bukele at white house vivek vivek vivek 137 137 511 511 41k 41k 140k 140k bitcoin bitcoinmagazine
just in us president donaldtrump meets with pro bitcoin president nayibbukele at the white house its time for the strategic bitcoin reserve sir,cryptorand just in us president donaldtrump meets with pro bitcoin president nayibbukele at the white house its time for the strategic bitcoin reserve sir 12 12 21 21 158 158 14k 14k,donaldtrump bitcoin,nayibbukele cryptorand,just in us president donaldtrump meets with pro bitcoin president nayibbukele at the white house its time for the strategic bitcoin reserve sir cryptorand just in us president donaldtrump meets with pro bitcoin president nayibbukele at the white house its time for the strategic bitcoin reserve sir 12 12 21 21 158 158 14k 14k donaldtrump bitcoin nayibbukele cryptorand
"simplicity often works best

bring on the next bitcoin","cryptojellenl simplicity often works best

bring on the next bitcoin 48 48 179 179 966 966 34k 34k",bitcoin,cryptojellenl,"simplicity often works best

bring on the next bitcoin cryptojellenl simplicity often works best

bring on the next bitcoin 48 48 179 179 966 966 34k 34k bitcoin cryptojellenl"
"this is michael saylor and he owns 500000 btc worth 44 billion

back in 2000 he lost 6 billion in 1 day and went bankrupt

if bitcoin falls below 60000 hell face bankruptcy once again

heres how he plans to avoid liquidation during the tariff wars","cryptonobler this is michael saylor and he owns 500000 btc worth 44 billion

back in 2000 he lost 6 billion in 1 day and went bankrupt

if bitcoin falls below 60000 hell face bankruptcy once again

heres how he plans to avoid liquidation during the tariff wars 133 133 178 178 871 871 162k 162k",bitcoin,cryptonobler,"this is michael saylor and he owns 500000 btc worth 44 billion

back in 2000 he lost 6 billion in 1 day and went bankrupt

if bitcoin falls below 60000 hell face bankruptcy once again

heres how he plans to avoid liquidation during the tariff wars cryptonobler this is michael saylor and he owns 500000 btc worth 44 billion

back in 2000 he lost 6 billion in 1 day and went bankrupt

if bitcoin falls below 60000 hell face bankruptcy once again

heres how he plans to avoid liquidation during the tariff wars 133 133 178 178 871 871 162k 162k bitcoin cryptonobler"
"countries and corporations that buy bitcoin early will benefit from the upward momentum 

those who delay adoption risk paying a premium later","richardteng countries and corporations that buy bitcoin early will benefit from the upward momentum 

those who delay adoption risk paying a premium later 80 80 41 41 318 318 21k 21k",bitcoin,richardteng,"countries and corporations that buy bitcoin early will benefit from the upward momentum 

those who delay adoption risk paying a premium later richardteng countries and corporations that buy bitcoin early will benefit from the upward momentum 

those who delay adoption risk paying a premium later 80 80 41 41 318 318 21k 21k bitcoin richardteng"
there will be signs justflipit bitcoin,buttcointnb there will be signs justflipit bitcoin 11 11 14 14 84 84 12k 12k,bitcoin justflipit,buttcointnb,there will be signs justflipit bitcoin buttcointnb there will be signs justflipit bitcoin 11 11 14 14 84 84 12k 12k bitcoin justflipit buttcointnb
"bitcoin this fractal
beautiful

break structure and we send so fooking hard
youll forget we ever dumped","theocrypto99 bitcoin this fractal
beautiful

break structure and we send so fooking hard
youll forget we ever dumped 32 32 63 63 361 361 17k 17k",bitcoin,theocrypto99,"bitcoin this fractal
beautiful

break structure and we send so fooking hard
youll forget we ever dumped theocrypto99 bitcoin this fractal
beautiful

break structure and we send so fooking hard
youll forget we ever dumped 32 32 63 63 361 361 17k 17k bitcoin theocrypto99"
"does your faith in bitcoin ever get shaken

michael saylor no ive never seen anything as compelling and unstoppable as bitcoin","roxom does your faith in bitcoin ever get shaken

michael saylor no ive never seen anything as compelling and unstoppable as bitcoin 18 18 89 89 477 477 14k 14k",bitcoin,roxom,"does your faith in bitcoin ever get shaken

michael saylor no ive never seen anything as compelling and unstoppable as bitcoin roxom does your faith in bitcoin ever get shaken

michael saylor no ive never seen anything as compelling and unstoppable as bitcoin 18 18 89 89 477 477 14k 14k bitcoin roxom"
"semler scientific ceo eric semler claims hes excited to buy more btc

the company currently holds over 3100 bitcoin","btcexpertindia semler scientific ceo eric semler claims hes excited to buy more btc

the company currently holds over 3100 bitcoin 39 39 11k 11k",bitcoin,btcexpertindia,"semler scientific ceo eric semler claims hes excited to buy more btc

the company currently holds over 3100 bitcoin btcexpertindia semler scientific ceo eric semler claims hes excited to buy more btc

the company currently holds over 3100 bitcoin 39 39 11k 11k bitcoin btcexpertindia"
its time bitcoin,micro2macr0 its time bitcoin quote micro2macr0 micro2macr0 micro2macr0 were sitting perfectly above the 4 year bitcoin bitcoin trend line 43 43 48 48 487 487 42k 42k,bitcoin,micro2macr0,its time bitcoin micro2macr0 its time bitcoin quote micro2macr0 micro2macr0 micro2macr0 were sitting perfectly above the 4 year bitcoin bitcoin trend line 43 43 48 48 487 487 42k 42k bitcoin micro2macr0
"btc  usd  update 

no change here on bitcoin","cryptotony btc usd  update 

no change here on bitcoin  56 56 89 89 218 218 17k 17k",bitcoin,cryptotony,"btc  usd  update 

no change here on bitcoin cryptotony btc usd  update 

no change here on bitcoin  56 56 89 89 218 218 17k 17k bitcoin cryptotony"
michael saylor said once he understood bitcoin  he couldnt sleep because he feared someone else would buy it all before he could,saylordocs michael saylor said once he understood bitcoin  he couldnt sleep because he feared someone else would buy it all before he could 26 26 67 67 375 375 16k 16k,bitcoin,saylordocs,michael saylor said once he understood bitcoin  he couldnt sleep because he feared someone else would buy it all before he could saylordocs michael saylor said once he understood bitcoin  he couldnt sleep because he feared someone else would buy it all before he could 26 26 67 67 375 375 16k 16k bitcoin saylordocs
"watch semler scientfic ceo says now is a great time to buy bitcoin  and we are going continue to buy

we are going to be a large holder of btc","peterizzo watch semler scientfic ceo says now is a great time to buy bitcoin  and we are going continue to buy

we are going to be a large holder of btc 51 51 218 218 12k 12k 46k 46k",bitcoin,peterizzo,"watch semler scientfic ceo says now is a great time to buy bitcoin  and we are going continue to buy

we are going to be a large holder of btc peterizzo watch semler scientfic ceo says now is a great time to buy bitcoin  and we are going continue to buy

we are going to be a large holder of btc 51 51 218 218 12k 12k 46k 46k bitcoin peterizzo"
"executive director of digital assets bo hines believes the us needs to accumulate as much bitcoin as possible before it becomes more expensive

bullish","cryptosrus executive director of digital assets bo hines believes the us needs to accumulate as much bitcoin as possible before it becomes more expensive

bullish 39 39 48 48 273 273 14k 14k",bitcoin,cryptosrus,"executive director of digital assets bo hines believes the us needs to accumulate as much bitcoin as possible before it becomes more expensive

bullish cryptosrus executive director of digital assets bo hines believes the us needs to accumulate as much bitcoin as possible before it becomes more expensive

bullish 39 39 48 48 273 273 14k 14k bitcoin cryptosrus"
"good move on the markets which initiated a strong move on bitcoin 

not out of the bad territories as of yet 

lets hold above 80k and see whether the positive news continues 

a bullish divergence is applicable here","cryptomichnl good move on the markets which initiated a strong move on bitcoin 

not out of the bad territories as of yet 

lets hold above 80k and see whether the positive news continues 

a bullish divergence is applicable here 57 57 81 81 331 331 26k 26k",bitcoin,cryptomichnl,"good move on the markets which initiated a strong move on bitcoin 

not out of the bad territories as of yet 

lets hold above 80k and see whether the positive news continues 

a bullish divergence is applicable here cryptomichnl good move on the markets which initiated a strong move on bitcoin 

not out of the bad territories as of yet 

lets hold above 80k and see whether the positive news continues 

a bullish divergence is applicable here 57 57 81 81 331 331 26k 26k bitcoin cryptomichnl"
"bitcoin should be at 200k or even 2m excellion breaks down why bitcoin is way overdue for a price correction a big one  

the next move a violent catchup","jan3com bitcoin should be at 200k or even 2m excellion breaks down why bitcoin is way overdue for a price correction a big one  

the next move a violent catchup 44 44 135 135 929 929 64k 64k",bitcoin,jan3com excellion,"bitcoin should be at 200k or even 2m excellion breaks down why bitcoin is way overdue for a price correction a big one  

the next move a violent catchup jan3com bitcoin should be at 200k or even 2m excellion breaks down why bitcoin is way overdue for a price correction a big one  

the next move a violent catchup 44 44 135 135 929 929 64k 64k bitcoin jan3com excellion"
the mission is possible bitcoin,bitcoinsapiens the mission is possible bitcoin 41 41 193 193 700 700 12k 12k,bitcoin,bitcoinsapiens,the mission is possible bitcoin bitcoinsapiens the mission is possible bitcoin 41 41 193 193 700 700 12k 12k bitcoin bitcoinsapiens
"so far the pi cycle top indicator has been an excellent gauge of when to get out of the market  flashing a signal around every bitcoin cycle top

it hasnt even gotten close to flashing this time around

indicator broken or new highs yet to come","cryptojellenl so far the pi cycle top indicator has been an excellent gauge of when to get out of the market  flashing a signal around every bitcoin cycle top

it hasnt even gotten close to flashing this time around

indicator broken or new highs yet to come 44 44 84 84 459 459 18k 18k",bitcoin,cryptojellenl,"so far the pi cycle top indicator has been an excellent gauge of when to get out of the market  flashing a signal around every bitcoin cycle top

it hasnt even gotten close to flashing this time around

indicator broken or new highs yet to come cryptojellenl so far the pi cycle top indicator has been an excellent gauge of when to get out of the market  flashing a signal around every bitcoin cycle top

it hasnt even gotten close to flashing this time around

indicator broken or new highs yet to come 44 44 84 84 459 459 18k 18k bitcoin cryptojellenl"
"what nobody else realizes about bitcoin in 2025

prepare","altcoindailyio what nobody else realizes about bitcoin in 2025

prepare 001  316 69 69 60 60 595 595 31k 31k",bitcoin,altcoindailyio,"what nobody else realizes about bitcoin in 2025

prepare altcoindailyio what nobody else realizes about bitcoin in 2025

prepare 001  316 69 69 60 60 595 595 31k 31k bitcoin altcoindailyio"
bitcoin,162 162 265 265 11k 11k 61k 61k,bitcoin,,bitcoin 162 162 265 265 11k 11k 61k 61k bitcoin 
million dollar bitcoin handshake,thebitcoinconf million dollar bitcoin handshake nayib bukeleandthe bitcoin office nayib bukele nayib bukele the bitcoin office the bitcoin office 78 78 341 341 19k 19k 31k 31k,bitcoin,thebitcoinconf,million dollar bitcoin handshake thebitcoinconf million dollar bitcoin handshake nayib bukeleandthe bitcoin office nayib bukele nayib bukele the bitcoin office the bitcoin office 78 78 341 341 19k 19k 31k 31k bitcoin thebitcoinconf
"pump gold moves first bitcoin follows harder with a 100 day lag

buckleup","carlbmenger pump gold moves first bitcoin follows harder with a 100 day lag

buckleup 27 27 99 99 523 523 15k 15k",gold bitcoin,carlbmenger,"pump gold moves first bitcoin follows harder with a 100 day lag

buckleup carlbmenger pump gold moves first bitcoin follows harder with a 100 day lag

buckleup 27 27 99 99 523 523 15k 15k gold bitcoin carlbmenger"
